Master Builder Academy,[0303eccc-899f-4906-a312-3982b48bd44e]
      7996,[Train Rail Crossing]
      7997,[Train Station]
      8867,[Flexible Train Tracks]
      7939,[Cargo Train]
      7938,[Passenger Train]
      7937,[Train Station]
      7936,[Level Crossing]
      7499,[Flexible and Straight Tracks]
      3677,[Red Cargo Train]
   Mining,[d796bff7-0367-4856-9337-16aba32b1d1f]
      4200,[Mining 4x4]
      4201,[Loader and Tipper]
      4202,[Mining Truck]
      4203,[Excavator Transporter]
      4204,[The Mine]
      30152,[Mining Quad]
      30151,[Mining Dozer]
   Airport,[e9ef5dc6-73ff-423a-b200-610a0fa293eb]
      60019,[Stunt Plane]
      60104,[Airport Passenger Terminal]
      60100,[Airport Starter Set]
      60101,[Airport Cargo Plane]
      60102,[Airport VIP Service]
      60103,[Airport Air Show]
      4778,[Airline Promotional Set]
      7891,[Airport Fire Truck]
      7893,[Passenger Plane]
      7894,[Airport]
      7901,[Airplane Mechanic]
      2928,[Airline Promotional Set]
      2064,[Airline Promotional Set]
      2230,[Airline Promotional Set]
      7643,[Air-Show Plane]
      3178,[Seaplane]
      3182,[Airport]
      3181,[Passenger Plane]
      7567,[Traveller]
      3222,[Helicopter and Limousine]
      7688,[LEGO Sports Plane ]
      30012,[Microlight]
      7696,[Commuter Jet]
      4442,[Glider]
   Fire,[efaa7fae-d853-47eb-b7ce-a590be2d1746]
      60010,[Fire Helicopter]
      60001,[Fire Chief Car]
      30220,[Fire Speedboat]
      30221,[Fire Car]
      850618,[Fire Accessory Pack]
      60088,[Fire Starter Set]
      60106,[Fire Starter Set]
      60107,[Fire Ladder Truck]
      60108,[Fire Response Unit]
      60109,[Fire Boat]
      60111,[Fire Utility Truck]
      60110,[Fire Station]
      60112,[Fire Engine]
      60105,[Fire ATV]
      30347,[Fire Car]
      7238,[Fire Helicopter]
      7239,[Fire Truck]
      7240,[Fire Station]
      7241,[Fire Car]
      7266,[Promotional Set]
      4914,[Promotional Set]
      7906,[Fireboat]
      7942,[Off-Road Fire Rescue]
      7944,[Fire Hovercraft]
      7945,[Fire Station]
      4938,[Fire 4x4]
      4992,[Fire Boat]
      5613,[Firefighter]
      20002,[4x4 Fire Truck]
      5532,[Fire Car]
      4900,[Fire Helicopter]
      30001,[Fireman&#39;s Car]
      7206,[Fire Helicopter]
      7207,[Fire Boat]
      7208,[Fire Station]
      7213,[Off-Road Fire Truck &amp; Fireboat]
      30010,[Fire Chief]
      60000,[Fire Motorcycle]
      60002,[Fire Truck]
      60003,[Fire Emergency]
      60004,[Fire Station]
      60005,[Fire Boat]
   Harbour,[f0eeb999-33ec-471e-a7fd-dc4e7046104b]
      60114,[Race Boat]
      60119,[Ferry]
      7244,[Speedboat]
      7994,[LEGO City Harbour]
      7992,[Container Stacker]
      4641,[Speedboat]
      4642,[Fishing Boat]
      4643,[Power Boat Transporter]
      4644,[Marina]
      4645,[Harbour]
      30015,[Jet Ski]
   Space,[fcd15669-6f71-48fc-adb6-46c7beb3822b]
      3365,[Space Moon Buggy]
      3366,[Satellite Launch Pad]
      3367,[Space Shuttle]
      3368,[Space Centre]
      30016,[Satellite]
Ideas,[c6b40955-1142-4387-a110-75e4641e9a07]
   Licensed,[221520ef-38bf-4648-934b-5d603faa8013]
      21103,[The DeLorean Time Machine]
      21108,[Ghostbusters Ecto-1]
      21302,[The Big Bang Theory]
      21303,[WALL-E]
      21304,[Doctor Who]
      21102,[Minecraft Micro World: The Forest]
   Scientific,[74b6e755-80af-4c03-ab39-12a3b6fdb3af]
      21110,[Research Institute]
      21301,[Birds]
      21100,[Shinkai 6500 Submarine]
   Miscellaneous,[b1daa4ea-fbbd-4fe9-8dae-25f506ccf67e]
      21305,[Maze]
      21306,[{Caterham Super Seven}]
   Astronomy,[c028c5a7-727c-4871-9886-b40122e5866f]
      21104,[NASA Mars Science Laboratory Curiosity Rover]
      21109,[Exo-Suit]
      21101,[Hayabusa]
Dino Attack,[c76c3463-eb67-421a-aa62-21980ec600da]
   ,[d315ef8c-8f5d-4d57-b29c-20aa1f6e83ff]
      7473,[Steel Sprinter vs. Mutant Lizard]
      7474,[Urban Avenger vs. Raptor]
      7475,[Fire Hammer vs. Mutant Lizards]
      7476,[Iron Predator vs. T-Rex]
      7477,[T-1 Typhoon vs. T-Rex]
      4293136,[Dino Attack Parachute and Minifigure]
Juniors,[c99efc1f-6c37-4e02-9785-a4942edb534b]
   ,[07d1114d-a941-499b-9bce-4c5c0ddeecfa]
      30473,[Racer]
   Fantasy,[50ac61b3-a2de-4a24-8263-a80e52f8cc8a]
      10668,[The Princess Play Castle]
      10676,[Knights&#39; Castle]
      10679,[Pirate Treasure Hunt]
   City,[7d85ce23-2c68-4c3a-b1f4-14ad26936a3b]
      10666,[Digger]
      10667,[Construction]
      10673,[Race Car Rally]
      10675,[Police – The Big Escape]
      10671,[Fire Emergency]
      10680,[Garbage Truck]
      10685,[Fire Suitcase]
      10683,[Road Work Truck]
      10720,[Police Helicopter Chase]
   Friends,[818abca5-eccd-4a97-9ef6-7281894a7c9e]
      10726,[Stephanie&#39;s Horse Carriage]
      10727,[Emma&#39;s Ice Cream Truck]
      10728,[Mia&#39;s Vet Clinic]
   Super Heroes,[88faf631-985b-46c8-b479-c7c3a53888d5]
      10665,[Spider-Man: Spider-Car Pursuit]
      10672,[Batman: Defend the Batcave]
      10687,[Spider-Man Hideout]
      10721,[Iron Man vs. Loki]
      10724,[Batman &amp; Superman vs. Lex Luthor]
   Teenage Mutant Ninja Turtles,[afc806f1-b5f0-42a0-8f71-26d58a320641]
      10669,[Turtle Lair]
   Disney Princess,[b0feacc7-302a-465e-aec2-afc080cc99a0]
      10723,[Ariel&#39;s Dolphin Carriage]
      10729,[Cinderella&#39;s Carriage]
   Girl,[b89e9d00-c0d0-412e-9204-1711bb1f95a6]
      10674,[Pony Farm]
      10677,[Beach Trip]
      10684,[Supermarket Suitcase]
      10686,[Family House]
   Ninjago,[e67ecda0-bad2-489c-be96-672eb86204b4]
      10722,[Snake Showdown]
      10725,[Lost Temple]
Duplo,[d00fdf24-2bfa-48f3-8b71-48f00c4d87b9]
   Disney Planes,[01165642-c19a-4f54-af37-544f93a13598]
      10509,[Dusty and Chug]
      10510,[Ripslinger&#39;s Air Race]
      10511,[Skipper&#39;s Flight School]
   Castle,[0ae4258a-ec57-462f-9479-1f7696b37cbf]
      4775,[Knight and Squire]
      4776,[Dragon Tower]
      4777,[Knights&#39; Castle]
      4779,[Defence Tower]
      4784,[Castle Black Dragon]
      4785,[Black Castle]
      7846,[Dragon Tournament]
      4862,[Ambush]
      4864,[Castle]
      4863,[Sentry &amp; Catapult]
   Thomas the Tank Engine,[120b403b-cb1b-49d6-a3a9-dba8bb95ae9f]
      5554,[Thomas Load and Carry Train Set]
      5555,[Toby at Wellsworth Station]
      5556,[Percy at the Water Tower]
      5552,[James at Knapford Station]
      3300,[Harold the Helicopter]
      3301,[Cranky-Loading Crane]
      3352,[Salty the Dockyard Diesel]
      3353,[Spencer and Sir Topham Hatt]
      3354,[Gordon&#39;s Express]
      5543,[Percy at the Sheds]
      5544,[Thomas Starter Set]
      5545,[Stanley at Great Waterton]
      5546,[Thomas at Morgan&#39;s Mine]
      5547,[James Celebrates Sodor Day]
   Baby,[23e25142-5167-41a8-8080-0d8dc240ba8f]
      2074,[Baby Bath Set]
      2014,[Oval Rattle]
      2015,[Oval Rattle]
      2020,[Duck Rattle - Teether]
      2023,[Square Rattle]
      2024,[Duck Rattle]
      2033,[Clown Shape Sorter]
      2037,[Spin-A-Coaster]
      2038,[Activity and Bath Toy]
      2040,[Rock &#39;n&#39; Roller]
      2050,[Squirrel Rattle]
      2051,[Spin-A-Coaster]
      2052,[Clown Shape Sorter]
      2054,[Squirrel Rattle]
      2055,[Rocking Horse]
      2057,[Rocking Horse Push-Along]
      2059,[Activity and Bath Toy]
      2066,[Bath-Tub Buddies]
      2070,[Telephone Rattle]
      2072,[Touch and Learn Cot Toy]
      2073,[Baby Gift Pack]
   Value Pack,[28ba6114-aafb-4eef-a86d-f85b57f7fa31]
      66454,[Farm Value Pack]
   Mickey Mouse Clubhouse,[2983b243-efd2-4311-a9ba-dd59800cb931]
      10829,[Mickey&#39;s Workshop]
      10827,[Mickey &amp; Friends Beach House]
   LEGO PreSchool,[35036fae-a671-46e4-aa07-431b1e0fdc3c]
      2458,[Barnyard]
   Airport,[41136152-b600-48be-b04e-8d89c582bfce]
      7840,[Airport Action Set]
      7841,[Helicopter Rescue Unit]
      7842,[Jet Fuel Truck]
      7843,[Plane]
      7844,[Airport Rescue Truck]
   Princess Castle,[4e0edd79-5241-4175-9aed-6188be28b643]
      4820,[Princess&#39; Palace]
      4821,[Princess&#39; Horse and Carriage]
      4822,[Princess&#39; Bedroom]
      4825,[Princess and Horse]
      4826,[Princess and Pony Picnic]
      4828,[Princess Royal Stables]
   Construction,[520309bc-ab15-44e4-acf6-6ae290a48a77]
      10518,[My First Construction Site]
      10813,[Big Construction Site]
      10812,[Truck &amp; Tracked Excavator]
      10811,[Backhoe Loader]
      5650,[Front Loader]
      5651,[Dump Truck]
      5652,[Road Construction]
      5653,[Stone Quarry]
   Dolls,[5233e894-e11e-498a-b5c4-7ab5d5a8e5b5]
      2951,[Lisa]
      2952,[Marie]
      2953,[Anna]
      2954,[Picnic]
      2955,[Sarah]
      2961,[Bedroom]
   Disney,[5e267582-f023-4e12-a756-6d529db9312e]
      10531,[Mickey Mouse and Friends]
   Bob the Builder,[5fd08e51-0e92-4e5d-a511-87a74b7de7dd]
      3271,[Bob&#39;s Workshop]
      3272,[Scoop on the Road]
      3273,[Bob, Lofty and the Mice]
      3274,[Bob and Muck Repair the Barn]
      3275,[Bob&#39;s Big Building Box]
      3276,[Muck and Scoop]
      3278,[Wallpaper Wendy]
      3279,[Bob at Work]
      3281,[Naughty Spud]
      3282,[Clock Tower Bob]
      3283,[Dizzy&#39;s Birdwatch]
      3292,[Dizzy&#39;s Bridge Set]
      3293,[Benny&#39;s Dig Set]
      3294,[Muck&#39;s Recycling Set]
      3295,[Roley&#39;s Road Set]
      3296,[Travis and the Mobile Caravan]
      3297,[Scoop and Lofty at the Building Yard]
      3298,[Lift and Load Sumsy]
      3299,[Scrambler and Dizzy at Bob&#39;s Workshop]
      3288,[Packer]
      3289,[Muck &amp; Roley in the Sunflower Factory]
      3594,[Bob&#39;s Workshop]
      3595,[Scoop at Bobland Bay]
      3596,[Muck Can Do It]
      3597,[Lofty and Dizzy Hard At Work]
   Fire,[62900e01-504f-4c5d-a36f-e2410e51a117]
      10591,[Fire Boat]
      10593,[Fire Station]
      10592,[Fire Truck]
      6168,[Fire Station]
      6169,[Fire Chief]
   LEGO Ville,[72db3f25-7923-47f8-b435-7d50d1f69b27]
      4680,[Traffic Patrol]
      4681,[Fire Truck]
      4683,[Pony and Cart]
      4684,[Pick-Up Truck]
      4685,[Fork Lift]
      4686,[Little Farm]
      4687,[Tractor-Trailer]
      4688,[Team Construction]
      4689,[Playhouse]
      4690,[Horse Stable]
      4691,[Police Station]
      4692,[Fire Car]
      4658,[Farm Animals]
      4659,[Garbage Truck]
      4661,[Construction Worker]
      4662,[Post Office]
      4664,[Fire Station]
      4665,[Big Farm]
      4663,[Zoo]
      4960,[Giant Zoo]
      4961,[Fun Zoo]
      4962,[Baby Zoo]
      4963,[Police Patrol]
      4964,[Highway Help]
      4967,[Fire Helicopter]
      4969,[Tractor Fun]
      4968,[Friendly Zoo]
      4965,[Police Action]
      4971,[Zoo Vehicles]
      4966,[Doll&#39;s House]
      4972,[Animals]
      4973,[Harvester]
      4974,[Horse Stables]
      4975,[Farm]
      4976,[Cement Mixer]
      4977,[Fire Truck]
      4979,[Ambulance]
      4861,[Police Boat]
      4986,[Digger]
      4987,[Gravel Pit]
      4978,[Road Sweeper]
      4988,[Construction Site]
      5601,[Fire Station]
      5602,[Police Station]
      5603,[Fire Chief]
      5604,[Supermarket]
      5605,[Tanker Truck]
      5593,[Circus]
      5606,[My First Train]
      5608,[Train Starter Set]
      5609,[Deluxe Train Set]
      5607,[Track Repair Train]
      5632,[Animal Care]
      5633,[Polar Zoo]
      5634,[Feeding Zoo]
      5636,[Bus]
      5637,[Garbage Truck]
      5638,[Postman]
      5592,[My First Plane]
      5594,[Cargo Plane]
      5595,[Airport]
      5640,[Petrol Station]
      5641,[Busy Garage]
      5635,[Big City Zoo]
      5639,[Family House]
      5485,[Zoo {Random Bag}]
      5656,[Pet Shop]
   Little Forest Friends,[73bc2b41-079e-4c92-9fa4-79a58349ca2e]
      2825,[The Meadowsweets]
      2827,[Read, Listen and Play Box]
      2828,[Supper Time]
      2829,[Nap Time]
      2830,[The Strawberries]
      2831,[The Toadstools]
      2832,[The Bluebells]
      2833,[Lila, the Big Bluebell]
      2834,[The Meadowsweets]
      1261,[Tea With Bumble Bee]
   Toolo,[8063c97d-3d15-41b6-b92b-db28f8a32f7d]
      2905,[Accessory Pack]
      2910,[Dumper Truck]
      2915,[Mini Digger]
      2917,[Aeroplane]
      2920,[Digger]
      2925,[Helicopter]
      2930,[Mobile Crane]
      2935,[Fire Engine]
      2940,[Fire Truck]
      2945,[Space Center]
      2950,[Construction Site]
      2960,[Tool Box]
      1814,[Starter Set]
      9122,[Vehicles]
   Toy Story,[83adcd60-e482-4bec-8916-c32501168afb]
      5657,[Jessie&#39;s Round-Up]
      5658,[Pizza Planet Truck]
      5659,[The Great Train Chase]
      5691,[Alien Space Crane]
   Jake and the Never Land Pirates,[83c5615c-62e5-41fa-a841-3800dad04e48]
      10512,[Jake&#39;s Treasure Hunt]
      10513,[Never Land Hideout]
      10514,[Jake&#39;s Pirate Ship Bucky]
      10526,[Peter Pan&#39;s Visit]
      10539,[Beach Racing]
      10604,[Jake and the Never Land Pirates Treasure Island]
   Product Collection,[88f098db-be9a-42dd-8106-832d53af480b]
      66429,[Super Pack 3-in-1]
      66430,[Super Pack 3-in-1]
      66393,[Super Pack 3 in 1]
      66384,[Bonus/Value Pack]
      65517,[Bonus/Value Pack]
      66231,[Bonus/Value Pack]
      66232,[Bonus/Value Pack]
      66321,[Bonus/Value Pack]
      66332,[Bonus/Value Pack]
      66361,[Bonus/Value Pack]
      66367,[Bonus/Value Pack]
      66524,[Train Super Pack 3-in-1]
      66525,[Farm Super Pack 3-in-1]
      65766,[Thomas Bridge &amp; Tunnel Set]
      65773,[Bonus/Value Pack]
      66236,[Build &amp; Play Value Pack]
      66189,[Creative Building]
      66217,[Bonus/Value Pack]
      66283,[Bonus/Value Pack]
      66261,[Bonus/Value Pack]
      66262,[Bonus/Value Pack]
      66264,[Bonus/Value Pack]
      66320,[Zoo Super Pack]
      66310,[Bonus/Value Pack]
      66344,[Duplo Super Pack]
      66379,[Co-Pack DUPLO Bricks &amp; More]
      66151,[Bonus/Value Pack]
      66392,[Cars Super Pack 3-in-1]
   Primo,[8e33b111-845c-4027-a54b-571b624696e0]
      2004,[Jumbo Building Tub]
      2006,[Primo Box]
      2080,[Small Stack &#39;n&#39; Learn Set]
      2082,[Medium Stack &#39;n&#39; Learn Set]
      2084,[Large Stack &#39;n&#39; Learn Set]
      2086,[XLarge Stack &#39;n&#39; Learn Set]
      2091,[Primo Tumbler]
      2092,[Primo Cannister]
   Accessories,[9e9f32f1-6cb4-479d-b2ae-b08dd3dfaefa]
      4632,[Building Plates]
   Trains,[ab936105-5083-4ecf-820b-b385c2af90ae]
      10558,[Number Train]
      10506,[Train Accessory Set]
      10507,[My First Train Set]
      10508,[Deluxe Train Set]
      2700,[Train Set]
      2705,[Passenger Train]
      2711,[Straight Tracks]
      2712,[Curved Tracks]
      2713,[Train Points]
      2714,[Train Crossings]
      2717,[Train Bridge]
      2730,[Electric Play Train Set]
      2731,[Push-Along Play Train]
      2732,[Push-Along Play Train Set]
      2733,[Push-Along Play Train]
      2734,[Straight Track (Straight Rails)]
      2735,[Curved Track (Curved Rails)]
      2736,[Train Points]
      2737,[Diamond Crossing and Track Pack]
      2738,[Train Bridge]
      2739,[Tip Wagon]
      2740,[Level Crossing]
      2741,[Electric Train Starter Set]
      2745,[Deluxe Electric Train Set]
      2931,[Push Locomotive]
      2932,[Train Starter Set with Motor]
      2933,[Deluxe Train Set with Motor]
      2936,[Train Station]
      2937,[Supplementary Wagon]
      2938,[Train Tunnel]
      66494,[Train 3-in-1 pack]
      10810,[Push Train]
      3770,[My First Train]
      3771,[Train Starter Set]
      3772,[Deluxe Train Set]
      3773,[Level Crossing]
      3774,[Bridge]
      3775,[Points]
      3778,[Station]
      2701,[Train and Station Set]
      2706,[Barnyard Express]
      2720,[Goods Station]
   Holiday,[ae06a013-fc81-4bb6-89f4-c3ee71325921]
      5654,[Fishing Trip]
      5655,[Caravan]
   Spider-Man,[b0191e36-c6ee-4b99-b9ea-0a7bafee316b]
      10607,[Spider-Man Web-Bike Workshop]
      10608,[Spider-Man Spider Truck Adventure]
   Planes,[b064ba9e-4c2c-4316-8ce8-8102597a942e]
      10538,[Fire and Rescue Team]
   Miles from Tomorrowland,[bb198ffb-74ba-4267-aac4-e480f94ce02a]
      10824,[Miles&#39; Space Adventures]
      10826,[Miles&#39; Stellosphere Hangar]
      10825,[Miles&#39; Exo-Flex Suit]
   Disney Princess,[bb8a233a-3299-4919-a949-8fa37f0be0c8]
      10516,[Ariel&#39;s Magical Boat Ride]
      10515,[Ariel&#39;s Undersea Castle]
      10542,[Sleeping Beauty&#39;s Fairy Tale]
      10596,[Disney Princess Collection]
      6151,[Sleeping Beauty&#39;s Room]
      6152,[Snow White&#39;s Cottage]
      6154,[Cinderella&#39;s Castle]
      6153,[Cinderella&#39;s Carriage]
   Sophia the First,[c1953289-e6db-4e35-b069-0ce8d0e949f5]
      10822,[Sofia the First Magical Carriage]
   Circus,[c651540d-5326-48cc-966f-4bdce397948c]
      10503,[Circus Show]
      10504,[My First Circus]
      10550,[Circus Transport]
   Pirates,[c7eef517-bf9c-4a0e-bae3-8338360a3702]
      7883,[Treasure Hunt]
      7882,[Shark Attack]
      7881,[Pirate Ship]
      7880,[Big Pirate Ship]
   Forest Animals,[d0fe60c1-fdec-419a-91d9-07a31c9a6e54]
      10581,[Ducks]
      10582,[Animals]
      10583,[Fishing Trip]
      10584,[Forest]
      30217,[Forest {Random Bag}]
      30217,[Forest - Squirrel]
      30217,[Forest - Rabbit]
      30217,[Forest - Deer]
      30217,[Forest - Bear]
   Basic Set,[d10828bb-eaa4-44a6-b1df-1bf144c7d0ae]
      2279,[Tubular Motion]
      512,[Building Set ]
      513,[Building Set ]
      510,[Building Set]
      511,[Building Set]
   Doc McStuffins,[d65c822c-309a-4042-af74-e0e93d2e630d]
      10605,[Doc McStuffins Rosie the Ambulance]
      10606,[Doc McStuffins Backyard Clinic]
      10828,[Doc McStuffins&#39; Pet Vet Care]
   Ferrari,[d9643f45-3b19-48d6-841e-8f39ad62e82d]
      4693,[Ferrari F1 Race Car]
      4694,[Ferrari F1 Racing Team]
   Winnie the Pooh,[d9c616c1-861d-471d-9847-d21fd99549f0]
      2975,[Bouncing with Tigger]
      2976,[Acorn Adventure with Piglet]
      2977,[Eeyore and the Little Raincloud]
      2979,[Build and Play in the Pop-Up 100 Acre Wood]
      2981,[Pooh and his Honeypot]
      2982,[Pooh&#39;s Birthday]
      2983,[Pooh and Tigger Play Hide and Seek]
      2984,[Pooh and Piglet go Honey-Hunting]
      2985,[Tigger&#39;s Slippery Slide]
      2987,[Welcome to the Hundred Acre Wood]
      2988,[A Surprise for Eeyore]
      2989,[Pooh&#39;s Honeypot]
      2990,[Tigger&#39;s Tree-House]
      2991,[Pooh and the Honeybees]
      2993,[Surprise Birthday Party for Eeyore]
      5945,[Winnie the Pooh&#39;s Picnic]
      5946,[Tigger&#39;s Expedition]
      5947,[Winnie the Pooh&#39;s House]
   Zoo,[df53337a-2f18-4101-a5de-c377c07d9f51]
      7338,[LEGO DUPLO Big Crate]
      7339,[Friendly Animal Bus]
      6136,[My First Zoo]
      6172,[Zoo Truck]
      6173,[Panda]
      6158,[Animal Clinic]
      6157,[The Big Zoo]
      6156,[Photo Safari]
      6144,[Zoo Train]
      10501,[Zoo Friends]
      10502,[Zoo Bus]
   ,[e43db8e1-a17f-4560-99e3-d8ecf565752a]
      2650,[Cannon Ball Clowns]
      2650,[Farm]
      2651,[Circus Artists and Elephant]
      2654,[Police Emergency Unit]
      2655,[Farm Set]
      2656,[Village Post Office]
      10517,[My First Garden]
      2657,[Service Station]
      2658,[Fire Station]
      2659,[Baby Animals]
      2660,[Zoo Nursery]
      1482,[Panda and Friends]
      1674,[Pre-School Bucket]
      1685,[Pre-School Building Set]
      2442,[School Room]
      2446,[Windmill]
      2661,[Zoo Van]
      2450,[Airport]
      2454,[Harbour]
      2550,[Tom&#39;s Adventure]
      1483,[Sailor and Parrot]
      1635,[Fire Dispatch]
      1977,[Pre-School Building Set (XL)]
      2662,[Crocodile and Sea Lion]
      2663,[Water Animals]
      2664,[Tiger and Panda Family]
      2665,[Wild Cats]
      10555,[Creative Bucket]
      2666,[Savannah and Polar Animals]
      2667,[Animals Park]
      2668,[African Animals]
      2669,[Maxi Zoo]
      2670,[Water Park]
      2671,[Grand Prix Racing Team]
      2672,[Police Station]
      2673,[Motorcycle Patrol]
      2674,[Racing Team]
      2675,[Police Helicopter]
      2676,[Private Plane]
      2677,[Fire Helicopter]
      2678,[Jumbo Jet]
      2679,[Airport]
      10556,[Creative Chest]
      10557,[Giant Tower]
      10559,[A Fairy Tale]
      10560,[Peekaboo Jungle]
      2680,[Doctor&#39;s Surgery]
      2681,[Lion Safari]
      30066,[Circus {Random Bag}]
      2682,[Ambulance]
      2683,[Police Station]
      2687,[Harbour]
      1734,[Large Clown Bucket]
      1744,[Medium Bucket]
      2688,[Health Center]
      1765,[Small Bucket]
      1805,[Small Bucket]
      2689,[Savannah Animals]
      2690,[Fire Chief]
      2691,[Fire Engine]
      2692,[Fire Heliport]
      2693,[Fire Station]
      2694,[Mini Farm]
      2695,[Pony Carriage]
      2696,[Farm Tractor]
      2697,[Farm Animals]
      2699,[The DUPLO Farm]
      2750,[DUPLO Family]
      2751,[Egg Fun]
      2752,[Bedroom]
      2754,[Bathroom]
      2756,[Kitchen]
      2758,[Living Room]
      2760,[House Supplementary Set]
      2770,[Play House]
      2771,[DUPLO Family]
      2772,[DUPLO World People]
      2773,[Barbecue]
      2775,[Bathroom]
      2776,[Bedroom]
      2777,[Living Room]
      2778,[Kitchen]
      2779,[Playhouse (Unfurnished)]
      2780,[Complete Playhouse]
      2781,[Bathroom]
      2783,[Ironing Room]
      2784,[Mother and Baby]
      2785,[Living Room]
      2786,[Laundry Room]
      2787,[Nursery]
      2788,[Kitchen]
      2789,[Bathroom]
      2790,[Play Room]
      2791,[Playground]
      2792,[Granny&#39;s House]
      2794,[My House]
      2795,[Playhouse Bucket]
      2797,[Happy Bucket]
      2799,[XL Fun-time Bucket]
      028,[Nursery Furniture]
      2805,[Pony Club]
      2806,[Dino Mini Set]
      2807,[Big Wheeler]
      2808,[My Own Building Site]
      2811,[Fire and Police Station]
      2814,[Building Team]
      2815,[Bike Ride]
      2817,[Birthday]
      2818,[Family Home]
      2862,[Zoo Babies]
      2864,[Wild Animals]
      2866,[Animal Playground]
      2927,[Not known]
      2942,[Play House]
      2967,[Special Tubes]
      2968,[Animal Safari]
      2971,[Action Policebike]
      2997,[Duplo Bucket]
      3024,[Building Table]
      3029,[Limited Edition Silver Duplo Bucket]
      3030,[Limited Edition Tub with Silver Brick]
      3036,[Large Bucket]
      3037,[Strata Tub]
      3048,[Medium Idea Bucket]
      3049,[XL Idea Bucket]
      5484,[{Zoo animal}]
      3083,[Flying Action]
      3085,[Race Action]
      3087,[Circus Princess]
      3088,[Growing Garden]
      3089,[Adventure Trip]
      3090,[Forest Picnic]
      3091,[Big Gas Truck]
      3092,[Friendly Farm]
      3093,[Fun Playground]
      3095,[Wildlife Park]
      3099,[Duplo Storage Chest]
      1086,[Bulk Bucket]
      032,[Living Room Furniture]
      3266,[Tubes]
      3267,[Brick Runner]
      3762,[Limited Edition Duplo Bucket]
      041,[Play-Box]
      4287,[Medium Bucket]
      4296,[Green Duplo Strata]
      045,[Farm]
      2635,[Fire Engine]
      1653,[Container Set]
      1681,[Rattle]
      1473,[Combi Pack]
      1488,[Building Set]
      1529,[Rattle]
      1585,[Combi Pack]
      1618,[Storage Container]
      1166,[Stack-n-Learn Gift Item]
      1201,[Chicken Run]
      1238,[Medium Bucket]
      2863,[Box of Bricks]
      4827,[Medium Bucket]
      4836,[Medium Bucket]
      7951,[XL Bucket]
      1900,[Trial Pack ]
      1781,[Dino Babies]
      2125,[Large Bucket]
      2246,[Large Basic Set]
      2264,[Medium Bucket]
      2262,[Basic Set]
      2265,[Large Puppy Clearpack]
      2581,[School Bus]
      2391,[Farm in a Bucket]
      2443,[Lil&#39; Skipper]
      2447,[Speedway]
      2451,[Police Squad]
      2455,[Corral]
      2459,[Express Train]
      1583,[Clown Bucket]
      1659,[Tote Pack]
      1673,[Zoo Train]
      2374,[Bucket]
      2383,[Bucket]
      1540,[Betsy&#39;s Bedroom]
      1595,[Girl with Cat]
      1735,[20th Anniversary Jackpot Bucket]
      1816,[20th Anniversary Jackpot Bucket]
      1830,[Large Bucket]
      1903,[Medium Bucket]
      1908,[Small Bucket]
      1932,[Medium Bucket]
      2311,[Clown]
      2369,[Racing Bucket]
      2378,[Farm Bucket]
      2389,[Animal Bucket]
      2452,[Choo Choo Train]
      1738,[Bulk Box]
      1755,[Medium Bulk Bucket]
      1757,[Large Bulk Bucket]
      1904,[Bulk Box]
      1935,[Robbin Rabbit Building Set]
      2352,[Giraffe Bucket]
      2359,[Elephant Bucket]
      2397,[Circus Bucket]
      2444,[Lil&#39; Circus]
      2445,[Farm Yard]
      1811,[Safari]
      1852,[Alligator Bucket]
      2324,[Large Giraffe Bucket]
      2342,[Small Animals Bucket]
      2362,[Large Circus Bucket]
      1751,[Small Bulk Bucket]
      1754,[Supplementary Set]
      1856,[Water Park Tub]
      2346,[Train Oval Suitcase]
      2685,[Water Park]
      2249,[Basic Set]
      2851,[Medium Dino Bucket]
      2852,[Large Dino Bucket]
      1600,[Pampers Gift Pack]
      2302,[Building Plate Red]
      2306,[Supplementary Bricks]
      2641,[Barnyard]
      2642,[Living Room]
      1907,[Crecer Feliz Giftbox]
      1918,[Bird]
      2646,[Crane Set]
      2401,[Racer]
      2402,[Police Car]
      2411,[Camping]
      1537,[Rattle Round with Ball]
      1538,[Building Bricks]
      1539,[Building Bricks with Figure]
      1550,[Basic Set]
      1957,[Building Set with Storage Bunny]
      1958,[Basic Model]
      1959,[Basic Model]
      2315,[Pre-School Basic Building Set]
      2403,[Fire Chief Building Set]
      2412,[Boat Yard Building Set]
      2631,[Stunt Pilot and Plane]
      2225,[Heavy Loader]
      1685,[XL Bucket]
      5367,[Yellow Tub]
      2626,[Car and Boat Vacation Trailer]
      10566,[Creative Picnic]
      10573,[Creative Animals]
      10567,[Toddler Build and Boat Fun]
      10574,[Creative Ice Cream]
      10572,[All-in-One-Box-of-Fun]
      10575,[Creative Building Cube]
      10524,[Farm Tractor]
      10532,[My First Police Set]
      10546,[My First Shop]
      10571,[All-in-One-Pink-Box-of-Fun]
      10525,[Big Farm]
      10522,[Farm Animals]
      2641,[Jumbo Plane]
      10570,[All-in-One Gift Set]
      10521,[Baby Calf]
      10529,[Truck]
      10576,[Zoo Care]
      10527,[Ambulance]
      10568,[Knight Tournament]
      10569,[Treasure Attack]
      10577,[Big Royal Castle]
      10580,[Deluxe Box of Fun]
      10528,[School Bus]
      30068,[Apple]
      10543,[Superman Rescue]
      10544,[The Joker Challenge]
      10545,[Batcave Adventure]
      10579,[Clubhouse Cafe]
